id,file,source_file,group,habitat,season,func,element,quality_status,problem_flags,batch,qa_sheet,width,height,tags,ko,en,scientific_name,source_manifest,source_policy
bio_0247,data/species_codex/generated/pixel_art_assets/slices/bio_0247_cuckooflower.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0247_cuckooflower.png,flower,meadow,spring,seed,sun,needs_replacement,user_reported_visual_issue,10,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_10.png,194,226,"flower,meadow,spring,seed,sun",꽃냉이,Cuckooflower,Cardamine pratensis,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; user reported visual issue on 2026-07-13
bio_0248,data/species_codex/generated/pixel_art_assets/slices/bio_0248_cowslip.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0248_cowslip.png,flower,meadow,spring,seed,sun,pass,,10,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_10.png,201,222,"flower,meadow,spring,seed,sun",Cowslip (Primula veris),Cowslip,Primula veris,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0249,data/species_codex/generated/pixel_art_assets/slices/bio_0249_common_star_of_bethlehem.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0249_common_star_of_bethlehem.png,flower,meadow,spring,seed,sun,pass,,10,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_10.png,210,219,"flower,meadow,spring,seed,sun",common star-of-Bethlehem (Ornithogalum umbellatum),common star-of-Bethlehem,Ornithogalum umbellatum,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0250,data/species_codex/generated/pixel_art_assets/slices/bio_0250_large_leaved_lupine.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0250_large_leaved_lupine.png,flower,meadow,spring,seed,sun,pass,,10,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_10.png,214,251,"flower,meadow,spring,seed,sun",Large-leaved lupine (Lupinus polyphyllus),Large-leaved lupine,Lupinus polyphyllus,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0251,data/species_codex/generated/pixel_art_assets/slices/bio_0251_american_burnweed.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0251_american_burnweed.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,192,204,"flower,meadow,spring,seed,sun",붉은서나물,American burnweed,Erechtites hieraciifolius,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0252,data/species_codex/generated/pixel_art_assets/slices/bio_0252_daisy_fleabane.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0252_daisy_fleabane.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,173,204,"flower,meadow,spring,seed,sun",주걱개망초,daisy fleabane,Erigeron strigosus,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0253,data/species_codex/generated/pixel_art_assets/slices/bio_0253_toyon.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0253_toyon.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,202,196,"flower,meadow,spring,seed,sun",Toyon (Heteromeles arbutifolia),Toyon,Heteromeles arbutifolia,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0254,data/species_codex/generated/pixel_art_assets/slices/bio_0254_rugosa_rose.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0254_rugosa_rose.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,205,200,"flower,meadow,spring,seed,sun",해당화,rugosa rose,Rosa rugosa,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0255,data/species_codex/generated/pixel_art_assets/slices/bio_0255_wild_sarsaparilla.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0255_wild_sarsaparilla.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,222,207,"flower,meadow,spring,seed,sun",wild sarsaparilla (Aralia nudicaulis),wild sarsaparilla,Aralia nudicaulis,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0256,data/species_codex/generated/pixel_art_assets/slices/bio_0256_cut_leaved_toothwort.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0256_cut_leaved_toothwort.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,166,208,"flower,meadow,spring,seed,sun",cut-leaved toothwort (Cardamine concatenata),cut-leaved toothwort,Cardamine concatenata,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0257,data/species_codex/generated/pixel_art_assets/slices/bio_0257_orange_hawkweed.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0257_orange_hawkweed.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,193,201,"flower,meadow,spring,seed,sun",orange hawkweed (Pilosella aurantiaca),orange hawkweed,Pilosella aurantiaca,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0258,data/species_codex/generated/pixel_art_assets/slices/bio_0258_maidenhair_spleenwort.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0258_maidenhair_spleenwort.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,200,200,"flower,meadow,spring,seed,sun",maidenhair spleenwort (Asplenium trichomanes),maidenhair spleenwort,Asplenium trichomanes,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0259,data/species_codex/generated/pixel_art_assets/slices/bio_0259_nipplewort.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0259_nipplewort.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,170,203,"flower,meadow,spring,seed,sun",서양개보리뺑이,nipplewort,Lapsana communis,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0260,data/species_codex/generated/pixel_art_assets/slices/bio_0260_fennel.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0260_fennel.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,204,205,"flower,meadow,spring,seed,sun",회향,fennel,Foeniculum vulgare,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0261,data/species_codex/generated/pixel_art_assets/slices/bio_0261_pineapple_weed.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0261_pineapple_weed.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,194,199,"flower,meadow,spring,seed,sun",족제비쑥,pineapple-weed,Matricaria discoidea,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0262,data/species_codex/generated/pixel_art_assets/slices/bio_0262_trailing_blackberry.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0262_trailing_blackberry.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,191,192,"flower,meadow,spring,seed,sun",trailing blackberry (Rubus ursinus),trailing blackberry,Rubus ursinus,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0263,data/species_codex/generated/pixel_art_assets/slices/bio_0263_cypress_spurge.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0263_cypress_spurge.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,187,203,"flower,meadow,spring,seed,sun",cypress spurge (Euphorbia cyparissias),cypress spurge,Euphorbia cyparissias,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0264,data/species_codex/generated/pixel_art_assets/slices/bio_0264_tall_goldenrod.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0264_tall_goldenrod.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,159,217,"flower,meadow,spring,seed,sun",양미역취,tall goldenrod,Solidago altissima,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0265,data/species_codex/generated/pixel_art_assets/slices/bio_0265_crape_myrtle.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0265_crape_myrtle.png,flower,meadow,spring,seed,sun,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,181,211,"flower,meadow,spring,seed,sun",배롱나무,Crape-myrtle,Lagerstroemia indica,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0266,data/species_codex/generated/pixel_art_assets/slices/bio_0266_common_pawpaw.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0266_common_pawpaw.png,tree,forest,autumn,collection,earth,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,211,197,"tree,forest,autumn,collection,earth",common pawpaw (Asimina triloba),common pawpaw,Asimina triloba,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0267,data/species_codex/generated/pixel_art_assets/slices/bio_0267_chinaberry.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0267_chinaberry.png,tree,forest,autumn,collection,earth,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,179,198,"tree,forest,autumn,collection,earth",멀구슬나무,Chinaberry,Melia azedarach,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0268,data/species_codex/generated/pixel_art_assets/slices/bio_0268_virginia_bluebells.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0268_virginia_bluebells.png,tree,forest,autumn,collection,earth,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,195,199,"tree,forest,autumn,collection,earth",Virginia bluebells (Mertensia virginica),Virginia bluebells,Mertensia virginica,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0269,data/species_codex/generated/pixel_art_assets/slices/bio_0269_western_redcedar.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0269_western_redcedar.png,tree,forest,autumn,collection,earth,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,164,209,"tree,forest,autumn,collection,earth",western redcedar (Thuja plicata),western redcedar,Thuja plicata,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0270,data/species_codex/generated/pixel_art_assets/slices/bio_0270_coyote_brush.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0270_coyote_brush.png,tree,forest,autumn,collection,earth,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,209,199,"tree,forest,autumn,collection,earth",coyote brush (Baccharis pilularis),coyote brush,Baccharis pilularis,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0271,data/species_codex/generated/pixel_art_assets/slices/bio_0271_common_hibiscus.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0271_common_hibiscus.png,tree,forest,autumn,collection,earth,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,198,204,"tree,forest,autumn,collection,earth",무궁화,common hibiscus,Hibiscus syriacus,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0272,data/species_codex/generated/pixel_art_assets/slices/bio_0272_cinnamon_fern.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0272_cinnamon_fern.png,tree,forest,autumn,collection,earth,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,177,218,"tree,forest,autumn,collection,earth",꿩고비,cinnamon fern,Osmundastrum cinnamomeum,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0273,data/species_codex/generated/pixel_art_assets/slices/bio_0273_european_ash.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0273_european_ash.png,tree,forest,autumn,collection,earth,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,168,211,"tree,forest,autumn,collection,earth",구주물푸레,European ash,Fraxinus excelsior,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0274,data/species_codex/generated/pixel_art_assets/slices/bio_0274_common_alder.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0274_common_alder.png,tree,forest,autumn,collection,earth,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,186,208,"tree,forest,autumn,collection,earth",common alder (Alnus glutinosa),common alder,Alnus glutinosa,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0275,data/species_codex/generated/pixel_art_assets/slices/bio_0275_hairy_vetch.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0275_hairy_vetch.png,tree,forest,autumn,collection,earth,pass,,11,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_11.png,185,217,"tree,forest,autumn,collection,earth",벳지,hairy vetch,Vicia villosa,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0276,data/species_codex/generated/pixel_art_assets/slices/bio_0276_lady_fern.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0276_lady_fern.png,fern,shade,spring,resilient,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,173,215,"fern,shade,spring,resilient,earth",lady fern (Athyrium filix-femina),lady fern,Athyrium filix-femina,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0277,data/species_codex/generated/pixel_art_assets/slices/bio_0277_pacific_trillium.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0277_pacific_trillium.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,213,215,"tree,forest,autumn,collection,earth",Pacific trillium (Trillium ovatum),Pacific trillium,Trillium ovatum,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0278,data/species_codex/generated/pixel_art_assets/slices/bio_0278_cherry_plum.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0278_cherry_plum.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,205,214,"tree,forest,autumn,collection,earth",자엽꽃자두,Cherry-plum,Prunus cerasifera,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0279,data/species_codex/generated/pixel_art_assets/slices/bio_0279_yellow_salsify.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0279_yellow_salsify.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,177,214,"tree,forest,autumn,collection,earth",쇠채아재비,Yellow Salsify,Tragopogon dubius,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0280,data/species_codex/generated/pixel_art_assets/slices/bio_0280_white_ash.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0280_white_ash.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,185,212,"tree,forest,autumn,collection,earth",미국물푸레,white ash,Fraxinus americana,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0281,data/species_codex/generated/pixel_art_assets/slices/bio_0281_field_scabious.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0281_field_scabious.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,168,207,"tree,forest,autumn,collection,earth",Field Scabious (Knautia arvensis),Field Scabious,Knautia arvensis,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0282,data/species_codex/generated/pixel_art_assets/slices/bio_0282_common_snowdrop.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0282_common_snowdrop.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,176,210,"tree,forest,autumn,collection,earth",common snowdrop (Galanthus nivalis),common snowdrop,Galanthus nivalis,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0283,data/species_codex/generated/pixel_art_assets/slices/bio_0283_cardinal_flower.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0283_cardinal_flower.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,163,220,"tree,forest,autumn,collection,earth",cardinal flower (Lobelia cardinalis),cardinal flower,Lobelia cardinalis,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0284,data/species_codex/generated/pixel_art_assets/slices/bio_0284_salal.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0284_salal.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,200,200,"tree,forest,autumn,collection,earth",salal (Gaultheria shallon),salal,Gaultheria shallon,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0285,data/species_codex/generated/pixel_art_assets/slices/bio_0285_hoary_alyssum.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0285_hoary_alyssum.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,177,210,"tree,forest,autumn,collection,earth",hoary alyssum (Berteroa incana),hoary alyssum,Berteroa incana,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0286,data/species_codex/generated/pixel_art_assets/slices/bio_0286_saw_greenbrier.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0286_saw_greenbrier.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,195,201,"tree,forest,autumn,collection,earth",saw greenbrier (Smilax bona-nox),saw greenbrier,Smilax bona-nox,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0287,data/species_codex/generated/pixel_art_assets/slices/bio_0287_salmonberry.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0287_salmonberry.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,197,201,"tree,forest,autumn,collection,earth",Salmonberry (Rubus spectabilis),Salmonberry,Rubus spectabilis,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0288,data/species_codex/generated/pixel_art_assets/slices/bio_0288_great_willowherb.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0288_great_willowherb.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,168,208,"tree,forest,autumn,collection,earth",큰바늘꽃,Great Willowherb,Epilobium hirsutum,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0289,data/species_codex/generated/pixel_art_assets/slices/bio_0289_late_boneset.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0289_late_boneset.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,192,200,"tree,forest,autumn,collection,earth",late boneset (Eupatorium serotinum),late boneset,Eupatorium serotinum,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0290,data/species_codex/generated/pixel_art_assets/slices/bio_0290_giant_ragweed.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0290_giant_ragweed.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,181,211,"tree,forest,autumn,collection,earth",단풍잎돼지풀,giant ragweed,Ambrosia trifida,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0291,data/species_codex/generated/pixel_art_assets/slices/bio_0291_common_fig.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0291_common_fig.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,181,198,"tree,forest,autumn,collection,earth",무화과나무,common fig,Ficus carica,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0292,data/species_codex/generated/pixel_art_assets/slices/bio_0292_pearly_everlasting.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0292_pearly_everlasting.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,186,198,"tree,forest,autumn,collection,earth",pearly everlasting (Anaphalis margaritacea),pearly everlasting,Anaphalis margaritacea,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0293,data/species_codex/generated/pixel_art_assets/slices/bio_0293_bur_oak.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0293_bur_oak.png,tree,forest,autumn,seed,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,171,201,"tree,forest,autumn,seed,earth",bur oak (Quercus macrocarpa),bur oak,Quercus macrocarpa,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0294,data/species_codex/generated/pixel_art_assets/slices/bio_0294_european_wood_sorrel.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0294_european_wood_sorrel.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,180,203,"tree,forest,autumn,collection,earth",애기괭이밥,European wood-sorrel,Oxalis acetosella,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0295,data/species_codex/generated/pixel_art_assets/slices/bio_0295_sweet_violet.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0295_sweet_violet.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,190,203,"tree,forest,autumn,collection,earth",Sweet violet (Viola odorata),Sweet violet,Viola odorata,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0296,data/species_codex/generated/pixel_art_assets/slices/bio_0296_wild_radish.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0296_wild_radish.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,184,211,"tree,forest,autumn,collection,earth",서양무아재비,Wild radish,Raphanus raphanistrum,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0297,data/species_codex/generated/pixel_art_assets/slices/bio_0297_dove_s_foot_crane_s_bill.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0297_dove_s_foot_crane_s_bill.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,203,211,"tree,forest,autumn,collection,earth",Dove's-foot crane's-bill (Geranium molle),Dove's-foot crane's-bill,Geranium molle,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0298,data/species_codex/generated/pixel_art_assets/slices/bio_0298_american_witch_hazel.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0298_american_witch_hazel.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,208,208,"tree,forest,autumn,collection,earth",american witch-hazel (Hamamelis virginiana),american witch-hazel,Hamamelis virginiana,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0299,data/species_codex/generated/pixel_art_assets/slices/bio_0299_swamp_milkweed.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0299_swamp_milkweed.png,tree,forest,autumn,collection,earth,pass,,12,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_12.png,183,210,"tree,forest,autumn,collection,earth",swamp milkweed (Asclepias incarnata),swamp milkweed,Asclepias incarnata,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
